,year,make,model,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice,income,using_time,region
125052,2005,saturn,VUE,suv,automatic,pa,1.9,155129.0,black,beige,1875,2100,73100,10,northeast
351014,2014,ford,Escape,suv,automatic,ga,3.9,29136.0,gray,gray,19200,23300,61450,1,southeast
108870,2012,honda,Accord,sedan,automatic,pa,3.5,18411.0,silver,black,13800,12700,73100,2,northeast
344083,2007,chrysler,300,sedan,automatic,ga,2.3,136842.0,black,tan,5525,5300,61450,8,southeast
140845,2007,pontiac,G6,convertible,automatic,az,3.4,57238.0,silver,black,7975,9300,63250,7,southwest
212823,2012,lexus,IS 250,sedan,automatic,fl,4.6,45771.0,gray,black,21000,20000,59100,3,southeast
261752,2007,kia,Sportage,suv,automatic,ne,2.8,132972.0,silver,black,3475,2900,73200,7,midwest
361680,1997,mercedes-benz,E-Class,sedan,automatic,ga,1.9,231942.0,black,black,950,650,61450,18,southeast
90092,2010,ford,Transit Connect,van,automatic,tx,3.5,122918.0,white,gray,7675,8900,68360,5,southwest
192462,2012,chrysler,300,sedan,automatic,fl,3.7,9259.0,black,beige,19350,19200,59100,2,southeast
48221,2013,kia,Rio,sedan,manual,ca,4.4,21253.0,white,black,9950,9200,77030,2,pacific
321933,2006,mazda,Mazda6,hatchback,automatic,mi,2.3,142160.0,red,black,2450,1850,65610,9,midwest
142211,2007,pontiac,G6,sedan,automatic,az,2.7,130840.0,white,black,3600,1750,63250,8,southwest
156928,2003,chevrolet,Silverado 1500,cab,automatic,wi,1.9,195464.0,white,gray,3475,2200,67090,12,midwest
200129,2004,ford,Taurus,sedan,automatic,fl,1.9,98904.0,beige,tan,2625,1500,59100,11,southeast
404856,2012,nissan,Altima,sedan,automatic,il,3.8,28527.0,black,black,12350,13800,73130,3,midwest
49536,2007,cadillac,Escalade EXT,cab,automatic,ca,3.4,91356.0,gold,black,20400,23000,77030,8,pacific
268448,2005,chevrolet,TrailBlazer,suv,automatic,nj,3.1,188984.0,white,gray,2450,2600,82750,10,northeast
356773,2011,infiniti,QX56,suv,automatic,ga,2.6,19515.0,black,tan,42200,35600,61450,4,southeast
469243,2010,chevrolet,Suburban,suv,automatic,ms,3.4,207134.0,white,tan,18800,20100,48460,5,southeast
461836,2012,nissan,Versa,sedan,automatic,wa,4.3,54217.0,white,gray,7975,8500,81400,3,pacific
227805,2007,dodge,Charger,sedan,automatic,fl,3.0,104821.0,gray,black,6100,7100,59100,8,southeast
356584,2010,cadillac,Escalade ESV,suv,automatic,ga,4.3,48046.0,black,brown,32200,38600,61450,5,southeast
254287,2014,dodge,Grand Caravan,van,automatic,fl,4.0,25845.0,red,black,16450,15600,59100,1,southeast
311390,2013,bmw,3 Series,sedan,automatic,oh,4.1,23606.0,white,black,29700,31250,64520,2,midwest
154104,2000,chevrolet,Blazer,suv,automatic,wi,2.0,181768.0,blue,gray,1425,1200,67090,15,midwest
430809,2014,ford,Escape,suv,automatic,mo,4.1,31984.0,gray,gray,18200,18000,71660,0,midwest
52170,2015,mercedes-benz,GL-Class,suv,automatic,ca,4.0,22589.0,white,black,62000,56250,77030,0,pacific
350408,2003,mercedes-benz,SL-Class,convertible,automatic,ga,2.9,87358.0,black,gray,12800,12300,61450,12,southeast
396011,2005,chevrolet,TrailBlazer,suv,automatic,nc,2.7,138617.0,blue,gray,2575,2900,61490,10,southeast
92895,2008,saturn,Outlook,suv,automatic,tx,3.2,104614.0,black,gray,7725,7000,68360,7,southwest
419082,2012,honda,Accord,sedan,automatic,il,2.8,20468.0,gray,gray,12400,12100,73130,3,midwest
452982,2007,nissan,Murano,suv,automatic,ma,2.5,117063.0,white,tan,6425,4800,82150,8,northeast
221462,2014,chevrolet,Traverse,suv,automatic,fl,4.7,35445.0,gray,gray,15550,21200,59100,1,southeast
225920,2004,jeep,Liberty,suv,automatic,fl,3.5,146201.0,blue,gray,3200,2900,59100,11,southeast
40955,2013,dodge,Journey,suv,automatic,ca,4.6,48891.0,red,beige,15350,16300,77030,2,pacific
224897,2012,toyota,Yaris,sedan,automatic,fl,3.7,59260.0,black,black,8275,9000,59100,3,southeast
162131,2012,hyundai,Elantra,sedan,automatic,tn,4.5,21565.0,black,black,12950,13400,57290,3,southeast
121626,2012,honda,Civic,sedan,automatic,pa,3.6,41393.0,black,beige,10650,9600,73100,3,northeast
432621,2014,chevrolet,Silverado 2500HD,cab,automatic,mo,4.5,16629.0,white,black,37900,36200,71660,1,midwest
431894,2008,acura,TL,sedan,automatic,mo,3.5,117847.0,white,beige,8725,9500,71660,6,midwest
372701,2009,mercury,Mariner,suv,automatic,va,1.9,138638.0,gray,black,5125,4200,74430,6,southeast
139076,2011,acura,MDX,suv,automatic,mn,4.6,50938.0,gray,black,24100,25300,83200,4,midwest
79714,2013,mitsubishi,Outlander,suv,automatic,tx,3.7,15322.0,blue,—,15750,16000,68360,2,southwest
226756,2013,mitsubishi,Outlander Sport,suv,automatic,fl,4.9,19737.0,white,black,15100,17200,59100,2,southeast
345930,2014,kia,Forte,sedan,automatic,ga,3.9,40079.0,silver,black,11250,11300,61450,1,southeast
257900,2013,lexus,GS 350,sedan,automatic,fl,4.2,25349.0,black,black,30900,31400,59100,2,southeast
398679,2013,dodge,Dart,sedan,automatic,in,3.4,39022.0,silver,gray,10750,11000,62930,2,midwest
450550,2006,jeep,Liberty,suv,automatic,ny,2.9,120250.0,silver,gray,4425,3400,70210,9,northeast
36228,2013,bmw,5 Series,sedan,automatic,ca,4.2,38677.0,white,black,28900,27800,77030,2,pacific
238507,2010,nissan,Maxima,sedan,automatic,fl,2.7,55687.0,red,black,13350,13600,59100,5,southeast
175636,2014,dodge,Avenger,sedan,automatic,tn,4.6,17728.0,—,black,11750,11600,57290,1,southeast
343134,2005,chevrolet,Equinox,suv,automatic,ga,3.6,115167.0,white,gray,4100,5900,61450,10,southeast
122613,2007,buick,LaCrosse,sedan,automatic,pa,2.2,72100.0,green,gray,7050,5100,73100,8,northeast
65284,2011,cadillac,Escalade ESV,suv,automatic,ca,4.2,66769.0,black,black,31000,35000,77030,4,pacific
4397,2014,honda,Civic,sedan,automatic,ca,5.0,5851.0,white,beige,15350,16400,77030,0,pacific
158638,2014,ford,Focus,sedan,automatic,tn,5.0,4847.0,—,gray,14850,16100,57290,0,southeast
462750,2013,ford,Edge,suv,automatic,wa,3.7,51382.0,black,black,14950,15600,81400,2,pacific
171202,2012,nissan,Maxima,sedan,automatic,tn,3.6,37697.0,gray,black,17200,17700,57290,3,southeast
123314,2012,honda,Accord,coupe,automatic,pa,2.9,28346.0,gray,black,14600,14200,73100,3,northeast
48909,2014,volkswagen,Touareg,suv,automatic,ca,4.3,18896.0,blue,black,28100,28000,77030,1,pacific
309522,2006,chrysler,300,sedan,automatic,oh,1.0,183921.0,silver,gray,3200,2500,64520,9,midwest
308661,2012,hyundai,Elantra,sedan,automatic,oh,3.5,28695.0,red,beige,10750,10300,64520,3,midwest
97538,2012,nissan,Altima,coupe,automatic,tx,2.4,46300.0,gray,black,12150,11000,68360,3,southwest
241183,2003,mercury,Mountaineer,suv,automatic,fl,2.8,109609.0,gray,gray,3300,2000,59100,12,southeast
24405,2012,subaru,Impreza,sedan,manual,ca,3.0,34938.0,blue,black,29900,29900,77030,3,pacific
282695,2013,chevrolet,Impala,sedan,automatic,nj,2.6,49336.0,white,black,9275,8900,82750,2,northeast
317822,2007,gmc,Canyon,cab,automatic,oh,3.9,97826.0,white,black,10400,11100,64520,8,midwest
157025,2014,kia,Sportage,suv,automatic,wi,3.8,27475.0,gray,gray,16000,16500,67090,1,midwest
48876,2014,ford,Mustang,convertible,automatic,ca,2.0,29499.0,red,black,18100,12000,77030,1,pacific
64813,2011,kia,Optima,sedan,automatic,ca,2.9,32410.0,blue,black,15650,14250,77030,4,pacific
133250,2014,chrysler,300,sedan,automatic,mn,4.0,28236.0,black,beige,20500,20700,83200,1,midwest
292896,2006,chevrolet,Malibu,sedan,automatic,nv,2.0,110704.0,silver,—,3750,1000,62960,9,mountain west
109699,2013,chevrolet,Impala,sedan,automatic,pa,4.1,35579.0,gray,gray,19500,20000,73100,2,northeast
42400,2002,chevrolet,TrailBlazer,suv,automatic,ca,3.4,120828.0,black,gray,3100,3200,77030,13,pacific
65769,2008,dodge,Grand Caravan,van,automatic,ca,1.9,93117.0,blue,gray,6375,4400,77030,7,pacific
135034,2013,ford,F-250 Super Duty,cab,automatic,mn,5.0,3800.0,—,black,46200,47600,83200,2,midwest
403930,2011,ford,Expedition,suv,automatic,il,4.8,30982.0,white,beige,24800,26300,73130,4,midwest
107756,2014,jeep,Wrangler,suv,automatic,tx,5.0,5074.0,black,black,34800,35500,68360,1,southwest
57773,2013,mercedes-benz,GLK-Class,suv,automatic,ca,3.7,49542.0,gray,black,23100,22700,77030,2,pacific
270087,2014,nissan,Sentra,sedan,automatic,nj,2.9,14064.0,silver,gray,13100,9800,82750,1,northeast
446064,2010,buick,LaCrosse,sedan,automatic,ny,2.8,105847.0,black,gray,9200,9600,70210,4,northeast
33108,2013,ford,Fiesta,hatchback,automatic,ca,4.3,16577.0,silver,black,12200,12200,77030,2,pacific
201427,1998,honda,Accord,sedan,manual,fl,1.9,166170.0,silver,tan,1175,850,59100,17,southeast
79673,2013,hyundai,Sonata Hybrid,sedan,automatic,tx,4.0,15721.0,black,silver,15150,15400,68360,2,southwest
341928,2012,nissan,Maxima,sedan,automatic,ga,4.6,32631.0,white,black,17650,18800,61450,3,southeast
193811,2013,jeep,Patriot,suv,automatic,fl,1.0,20478.0,silver,black,16400,9200,59100,2,southeast
236259,2011,nissan,Altima,sedan,automatic,fl,2.4,98104.0,blue,black,8350,7800,59100,4,southeast
420773,2012,ford,Escape,suv,automatic,il,4.5,31285.0,silver,black,17700,18700,73130,3,midwest
113206,2013,audi,A4,sedan,manual,pa,4.1,56390.0,black,black,21800,18000,73100,2,northeast
92779,2011,ford,F-250 Super Duty,cab,automatic,tx,3.2,140348.0,white,beige,26800,29500,68360,4,southwest
218247,2013,hyundai,Elantra,sedan,automatic,fl,2.5,42902.0,red,beige,12950,12100,59100,2,southeast
261789,2004,cadillac,Escalade EXT,cab,automatic,ne,2.4,128762.0,black,tan,9350,10400,73200,10,midwest
265901,2012,lexus,CT 200h,hatchback,automatic,nj,3.9,42127.0,black,gray,19350,19300,82750,3,northeast
262129,2002,ford,Escape,suv,automatic,ne,2.6,105093.0,silver,gray,2675,3500,73200,12,midwest
438815,2013,gmc,Yukon,suv,automatic,mo,4.7,56287.0,silver,black,25800,27100,71660,2,midwest
391726,2009,subaru,Forester,suv,automatic,nc,3.6,94857.0,blue,gray,9875,10600,61490,6,southeast
273456,2013,nissan,Sentra,sedan,automatic,nj,2.1,28558.0,red,gray,11800,12100,82750,2,northeast
117952,2012,chevrolet,Impala,sedan,automatic,pa,3.6,45103.0,silver,black,9850,10300,73100,3,northeast
81430,2011,infiniti,G Sedan,sedan,automatic,tx,3.7,32423.0,gray,black,18900,17800,68360,4,southwest
315329,2014,chevrolet,Tahoe,suv,automatic,oh,3.5,43622.0,beige,gray,39200,38800,64520,1,midwest
338951,2014,volkswagen,Jetta,sedan,automatic,ga,4.4,38497.0,white,black,12550,11900,61450,1,southeast
5199,2013,ford,Taurus,sedan,automatic,ca,4.0,36123.0,silver,black,16900,15800,77030,1,pacific
329429,2013,honda,Civic,sedan,automatic,mi,4.9,80642.0,blue,gray,11650,11000,65610,2,midwest
454111,2002,toyota,Sienna,van,automatic,ma,1.9,150828.0,blue,gray,2925,2400,82150,13,northeast
26451,2008,lincoln,Navigator,suv,automatic,ca,4.0,30385.0,black,black,20300,18400,77030,7,pacific
412845,2012,acura,TL,sedan,automatic,il,2.9,43419.0,gray,black,21600,22750,73130,3,midwest
53809,2013,nissan,Altima,sedan,automatic,ca,3.9,63900.0,black,black,13400,11250,77030,2,pacific
299845,2010,honda,Accord Crosstour,hatchback,automatic,nv,4.4,28165.0,blue,black,16500,18600,62960,5,mountain west
158906,2011,chevrolet,Impala,sedan,automatic,tn,4.1,73747.0,gold,black,7750,9600,57290,3,southeast
222213,2013,chevrolet,Tahoe,suv,automatic,fl,3.8,67083.0,silver,black,25300,25400,59100,2,southeast
194723,2012,lexus,ES 350,sedan,automatic,fl,2.3,13067.0,silver,black,24300,21800,59100,3,southeast
187684,2003,bmw,X5,suv,automatic,fl,3.6,103538.0,silver,black,5300,5900,59100,11,southeast
213745,2008,cadillac,CTS,sedan,automatic,fl,2.1,83519.0,gold,black,9975,7600,59100,7,southeast
95339,2013,honda,Civic,sedan,automatic,tx,3.1,33982.0,gray,gray,13100,13400,68360,2,southwest
427848,2011,jeep,Liberty,suv,automatic,co,3.4,93184.0,silver,black,9375,12500,80610,4,mountain west
374351,2010,chevrolet,Traverse,suv,automatic,va,2.2,101806.0,red,black,10700,10700,74430,5,southeast
57054,2005,ford,Escape,suv,automatic,ca,3.5,100773.0,gray,gray,3275,4000,77030,10,pacific
46249,2014,nissan,Altima,sedan,automatic,ca,3.7,20352.0,red,black,14700,14500,77030,1,pacific
134499,2014,chrysler,Town and Country,van,automatic,mn,4.0,20799.0,white,black,19200,20465,83200,1,midwest
362653,2010,bmw,3 Series,coupe,automatic,ga,3.8,50566.0,silver,black,15550,15800,61450,5,southeast
206375,2013,ford,Taurus,sedan,automatic,fl,3.0,64933.0,gray,black,12900,13200,59100,2,southeast
47656,2013,gmc,Sierra 1500,cab,automatic,ca,4.8,29059.0,white,beige,25300,26500,77030,2,pacific
88662,2014,ford,Escape,suv,automatic,tx,3.6,33282.0,red,black,20500,20800,68360,1,southwest
203293,2014,chevrolet,Impala,sedan,automatic,fl,4.0,23536.0,gray,gray,18750,18200,59100,1,southeast
155295,2012,bmw,3 Series,coupe,automatic,wi,2.7,65970.0,black,tan,19550,17100,67090,3,midwest
268577,2011,bmw,3 Series,sedan,automatic,nj,3.5,63557.0,black,gray,16800,15750,82750,4,northeast
23525,2007,pontiac,G6,sedan,automatic,ca,2.4,131304.0,brown,beige,3250,3800,77030,8,pacific
360044,2014,ford,Fiesta,sedan,automatic,ga,3.6,44989.0,silver,gray,8750,9500,61450,1,southeast
47084,1999,saab,9-3,hatchback,automatic,ca,2.1,128673.0,black,tan,875,850,77030,16,pacific
181212,2006,cadillac,DTS,sedan,automatic,md,2.7,133447.0,gold,gray,4100,2900,89090,9,northeast
82661,2013,lincoln,MKS,sedan,automatic,tx,4.1,18630.0,—,tan,22500,22500,68360,2,southwest
217338,2014,gmc,Acadia,suv,automatic,fl,4.3,15966.0,gray,brown,30700,29300,59100,1,southeast
315083,2013,nissan,Frontier,cab,automatic,oh,3.4,38614.0,silver,gray,20100,19301,64520,2,midwest
172279,2014,honda,Pilot,suv,automatic,tn,4.6,16539.0,white,gray,32700,34000,57290,1,southeast
50705,2013,mercedes-benz,C-Class,sedan,automatic,ca,3.9,31646.0,black,gray,20700,20000,77030,2,pacific
330945,2015,gmc,Terrain,suv,automatic,mi,4.7,7614.0,silver,black,21800,21300,65610,0,midwest
300135,2011,toyota,RAV4,suv,automatic,oh,4.0,50725.0,beige,beige,13800,12200,64520,4,midwest
462471,2013,mazda,Mazda3,sedan,automatic,wa,4.9,9956.0,silver,black,12250,13900,81400,2,pacific
236191,2012,mercedes-benz,SL-Class,convertible,automatic,fl,4.1,12062.0,black,—,66000,65600,59100,3,southeast
171526,2012,ford,Flex,wagon,automatic,tn,3.9,32023.0,red,gray,17600,18500,57290,3,southeast
373524,2003,mercedes-benz,C-Class,sedan,automatic,va,2.3,168313.0,black,black,2800,3800,74430,12,southeast
353002,2006,pontiac,G6,coupe,automatic,ga,1.9,83409.0,blue,gray,5400,5400,61450,9,southeast
213201,2011,chevrolet,Equinox,suv,automatic,fl,4.3,116340.0,black,black,8725,9300,59100,4,southeast
185136,2012,ford,Focus,hatchback,automatic,md,4.1,62420.0,gray,black,8225,8400,89090,3,northeast
273999,2009,chevrolet,Silverado 1500,cab,automatic,nj,3.8,132520.0,beige,gray,11200,11200,82750,6,northeast
367734,2006,lincoln,Navigator,suv,automatic,va,2.9,135586.0,white,gray,6850,5500,74430,9,southeast
433944,2015,ford,Explorer,suv,automatic,mo,3.9,19420.0,green,black,33500,33600,71660,0,midwest
359104,2013,nissan,Rogue,suv,automatic,ga,3.8,53394.0,black,black,12700,12500,61450,2,southeast
84156,2005,infiniti,G35,coupe,manual,tx,1.0,73990.0,black,black,8400,2500,68360,10,southwest
184220,2002,chevrolet,Silverado 1500,cab,automatic,md,3.6,158646.0,gray,gray,4750,4400,89090,13,northeast
24779,2014,honda,Civic,sedan,automatic,ca,4.4,11657.0,red,beige,16100,16900,77030,1,pacific
435316,2006,jeep,Commander,suv,automatic,mo,2.6,95565.0,beige,gray,6350,5750,71660,9,midwest
161079,2014,ford,Taurus,sedan,automatic,tn,4.9,14661.0,red,tan,21300,21800,57290,1,southeast
218297,2013,toyota,Corolla,sedan,automatic,fl,3.8,35200.0,blue,gray,11300,11500,59100,2,southeast
159920,2009,pontiac,Vibe,hatchback,automatic,tn,1.5,102662.0,white,black,5675,3600,57290,6,southeast
423424,2014,chevrolet,Impala Limited,sedan,automatic,co,4.4,13189.0,black,black,15100,15800,80610,1,mountain west
300246,2007,cadillac,CTS,sedan,automatic,oh,2.5,69222.0,silver,—,7825,6500,64520,7,midwest
311690,2003,ford,Taurus,sedan,automatic,oh,1.9,87539.0,white,gray,1775,1600,64520,12,midwest
467244,2012,honda,Accord,coupe,automatic,hi,3.2,25997.0,black,black,15600,15500,78090,3,pacific
210669,2012,nissan,Murano,suv,automatic,fl,4.4,25029.0,black,black,19050,18700,59100,3,southeast
134579,2000,chevrolet,Tahoe,suv,automatic,mn,2.8,165036.0,gold,gray,1850,4000,83200,15,midwest
359646,2013,dodge,Grand Caravan,van,automatic,ga,3.7,68089.0,black,black,10850,10900,61450,2,southeast
230989,2003,volkswagen,Jetta,sedan,manual,fl,1.9,168032.0,silver,black,1650,1600,59100,12,southeast
448502,2013,ford,Fusion,sedan,automatic,ny,2.9,10825.0,burgundy,black,15250,14100,70210,2,northeast
228108,2007,cadillac,CTS-V,sedan,manual,fl,2.5,93959.0,gray,black,11100,12600,59100,8,southeast
280957,2009,mercedes-benz,M-Class,suv,automatic,nj,3.6,66174.0,white,tan,19050,18000,82750,6,northeast
301581,2007,chevrolet,Silverado 1500,cab,automatic,oh,1.8,96893.0,red,black,15000,16300,64520,7,midwest
240825,2013,ford,Taurus,sedan,automatic,fl,3.1,42993.0,black,beige,13800,13100,59100,2,southeast
71800,2014,ford,Focus ST,hatchback,manual,tx,5.0,12100.0,yellow,black,18800,19800,68360,1,southwest
330175,2010,chevrolet,malibu,sedan,automatic,mi,2.4,89476.0,black,gray,6825,2500,65610,5,midwest
372343,2008,land rover,LR3,suv,automatic,va,2.9,139201.0,black,beige,10450,10800,74430,7,southeast
328613,2002,gmc,Yukon,suv,automatic,mi,1.9,203186.0,blue,beige,3250,2600,65610,13,midwest
398349,2013,gmc,Sierra 1500,cab,automatic,in,2.3,25680.0,blue,tan,25600,22400,62930,2,midwest
267693,2011,bmw,3 Series,sedan,automatic,nj,3.5,57965.0,black,gray,16500,14900,82750,4,northeast
76228,2010,dodge,Avenger,sedan,automatic,tx,3.8,80361.0,white,black,5950,6200,68360,5,southwest
119074,2012,ford,Fiesta,sedan,automatic,pa,4.7,39296.0,red,black,8725,8400,73100,3,northeast
253180,2013,mini,Cooper,hatchback,automatic,fl,4.3,15778.0,orange,black,14300,12100,59100,2,southeast
79468,2010,dodge,Caliber,wagon,automatic,tx,2.7,80606.0,black,black,6800,6200,68360,5,southwest
466648,2007,hummer,H3,suv,automatic,wa,4.8,113993.0,blue,beige,10950,9500,81400,8,pacific
174414,2012,ford,Focus,sedan,automatic,tn,2.0,54083.0,—,gray,8825,9400,57290,3,southeast
20672,2006,chevrolet,Equinox,suv,automatic,ca,2.7,126559.0,turquoise,beige,4000,3600,77030,9,pacific
458406,2003,ford,Expedition,suv,automatic,la,1.9,157925.0,white,gray,2700,2100,55590,12,southeast
336507,2013,toyota,Sienna,van,automatic,ga,3.6,41772.0,black,gray,18450,17900,61450,1,southeast
47790,2013,ford,Focus,sedan,automatic,ca,2.4,41797.0,silver,black,10400,11700,77030,2,pacific
276689,2003,audi,A4,sedan,manual,nj,2.6,140118.0,red,tan,2925,1800,82750,12,northeast
323591,2011,gmc,Acadia,suv,automatic,mi,3.5,101071.0,white,tan,15600,13700,65610,4,midwest
194710,2012,lexus,IS 250,sedan,automatic,fl,3.6,29526.0,black,black,22100,22000,59100,3,southeast
175909,2013,ford,Fusion,sedan,automatic,tn,4.0,36696.0,red,gray,11500,12700,57290,2,southeast
372186,2013,nissan,Sentra,sedan,automatic,va,4.0,25065.0,gray,black,11800,11900,74430,2,southeast
53110,2007,gmc,Yukon,suv,automatic,ca,2.9,147794.0,gold,tan,13050,10500,77030,8,pacific
343539,2012,infiniti,G Sedan,sedan,automatic,ga,4.0,33383.0,gray,black,17850,19000,61450,3,southeast
286282,2012,nissan,Rogue,suv,automatic,nj,3.5,48640.0,black,black,13300,12900,82750,3,northeast
269009,2014,bmw,X5,suv,automatic,nj,5.0,733.0,—,beige,56300,55500,82750,1,northeast
232608,2012,nissan,Maxima,sedan,automatic,fl,4.6,18472.0,purple,black,18950,21200,59100,3,southeast
358149,2011,honda,CR-Z,hatchback,automatic,ga,2.5,73027.0,black,gray,8825,7000,61450,4,southeast
303243,2012,hyundai,Sonata,sedan,automatic,oh,4.3,40127.0,black,gray,11350,11100,64520,3,midwest
76936,2011,jeep,Liberty,suv,automatic,tx,3.7,67682.0,silver,black,10900,11000,68360,4,southwest
376788,2015,ford,Explorer,suv,automatic,sc,4.4,13883.0,silver,gray,31400,31700,56120,0,southeast
371850,2011,mazda,Mazda3,sedan,automatic,va,3.8,43214.0,black,black,9075,9200,74430,4,southeast
103906,2005,jeep,Grand Cherokee,suv,automatic,tx,3.5,94369.0,gold,beige,5425,6500,68360,10,southwest
58758,2009,toyota,Matrix,hatchback,automatic,ca,3.1,181756.0,red,black,4300,4400,77030,6,pacific
164625,2008,chrysler,Town and Country,van,automatic,tn,2.4,102199.0,—,gray,6725,6200,57290,7,southeast
168469,2008,jeep,Patriot,suv,automatic,tn,2.8,97266.0,black,gray,5100,6600,57290,7,southeast
